"ID","AIRLANE_NAME","HEIGHT","LENGHT","WINGSPAN","WEIGHT","MAX_SPEED","MAX_WEIGHT","TOTAL_SEATS_ECO","TOTAL_SEATS_BUS","FUEL_CAPACITY","PRODUCTION_YEAR"
6412,"AirAsia",33,60,78,85,995,271,864,1209,11,1997
6413,"SAS Scandinavian",31,57,44,66,1266,193,590,826,4,1982
6414,"Peach",29,116,50,51,1263,188,636,890,25,2015
6415," Aegean Airlines",33,85,36,52,831,215,756,1058,18,2009
6416,"Air Malta",20,59,59,110,940,299,878,1229,15,2012
6417,"Jet2.com",28,107,76,74,897,126,241,337,16,1982
6418,"Air France",25,115,80,77,1082,225,687,961,7,2015
6419,"Copa Airlines",32,84,46,69,995,124,256,358,5,2016
6420,"Air New Zealand",36,63,62,79,978,240,749,1048,17,1986
6421," Austrian Airlines",32,98,74,56,1223,93,175,245,12,1990
6422,"EVA Air",21,79,64,51,1262,100,230,322,18,1990
6423,"Saudi Arabian Airlines",25,55,52,95,1060,213,549,768,8,2021
6424," Air Canada",29,81,63,99,1280,249,695,973,22,1987
6425,"China Eastern Airlines",20,87,75,112,1267,161,229,320,7,2013
6426,"Ryanair",33,108,60,102,809,257,722,1010,10,2016
6427,"WestJet",23,109,38,109,971,149,187,261,13,2017
6428,"Norwegian",25,115,42,69,1061,188,553,774,21,2018
6429,"Philippine Airlines",34,95,41,89,860,179,417,583,15,2013
6430,"Eurowings",21,55,32,60,1203,159,463,648,18,2011
6431,"Alaska Airlines",26,73,44,69,1077,101,151,211,5,2011
6432," Austrian Airlines",39,110,60,60,1033,117,266,372,5,1991
6433,"Sky Airline",39,53,54,97,861,195,456,638,7,2006
6434,"South African Airways",28,69,80,61,1011,169,500,700,17,2009
6435,"Philippine Airlines",38,55,37,115,1039,159,205,287,5,2016
6436,"American Airlines",39,54,50,117,1236,217,466,652,6,2015
6437,"British Airways",40,117,53,71,806,153,384,537,13,1995
6438," Hainan Airlines",33,94,58,63,1260,178,535,749,18,1997
6439,"Lufthansa",27,76,64,118,810,183,304,425,22,1999
6440,"China Airlines",36,82,42,93,947,266,805,1127,5,2019
6441,"Malaysia Airlines",36,53,37,92,1250,143,240,336,10,2009
6442,"Southwest Airlines",24,54,77,63,1173,234,795,1113,19,2006
6443,"Asiana Airlines",25,70,79,58,975,133,349,488,18,2008
6444,"Brussels Airlines",24,105,30,82,1081,216,622,870,6,2021
6445,"United Airlines",37,51,33,112,822,166,254,355,9,2019
6446,"JetSmart",29,76,36,58,827,144,401,561,14,2007
6447,"AirAsia",33,52,41,81,1020,159,364,509,22,1987
6448,"China Southern Airlines",27,60,56,83,1150,264,840,1176,21,2020
6449,"Air Transat",30,104,53,119,1132,292,805,1127,11,1996
6450,"Azul Airlines",29,109,51,96,1007,270,806,1128,19,1997
8322,"EasyJet",21,80,41,51,1064,122,329,460,17,2018
8323,"Quatar Airways",33,111,35,73,861,119,216,302,18,1984
8324,"Azerbaijan Airlines",38,62,68,105,1194,292,868,1215,21,1981
8325,"Virgin Australia",23,95,80,55,878,173,547,765,11,2009
8326,"TUI Airways",39,79,70,53,855,188,626,876,19,2004
8327,"SAS Scandinavian",38,75,36,115,1020,254,645,903,18,2017
8328,"SunExpress",30,67,49,65,1200,194,599,838,11,2000
8329,"Air Serbia",21,77,64,74,1118,194,558,781,7,2021
8330,"Vueling Airlines",20,104,57,111,1246,222,518,725,6,1993
8331,"JetSmart",34,72,50,63,962,98,163,228,17,1999
8332,"Jet2.com",28,118,80,60,920,197,638,893,18,1993
8333,"Oman Air",25,117,38,95,1208,240,676,946,20,1991
8334,"China Eastern Airlines",37,53,47,99,1034,243,668,935,17,2008
8335,"Ethiopian Airlines",32,67,44,54,1159,110,264,369,18,2006
8336,"IndiGo",23,82,55,119,1195,169,236,330,12,2022
8337,"JetBlue Airways",34,108,57,117,927,176,274,383,11,1986
8338,"Turkish Airlines",36,69,40,86,874,145,276,386,23,1996
8339,"Egyptair",25,57,36,78,1289,199,561,785,15,1997
8340,"EasyJet",24,111,56,82,1212,187,488,683,18,2000
8341,"Air Canada rouge",25,84,71,83,1015,178,444,621,14,1991
8342,"Finnair",40,117,41,87,815,181,439,614,9,2015
8343,"LEVEL",31,91,64,114,906,296,843,1180,15,1987
8344,"LEVEL",33,72,65,82,1252,248,769,1076,7,2006
8345,"JetBlue Airways",28,55,51,118,924,295,821,1149,23,2019
8346,"American Eagle",33,108,68,54,1175,137,388,543,17,2015
8347,"Brussels Airlines",22,118,32,116,831,291,811,1135,9,2001
8348,"Air Dolomiti",24,81,46,88,905,254,772,1080,19,2004
8349,"American Eagle",25,75,69,81,1266,180,460,644,13,1992
8350,"Rex Airlines",30,103,42,54,834,247,898,1257,23,1999
8351,"Royal Air Maroc",20,61,33,67,1263,194,592,828,22,2008
8352,"Emirates",38,89,49,82,861,219,636,890,17,2002
8353,"Air Serbia",38,95,74,108,1247,235,590,826,15,2020
8354,"Quatar Airways",28,52,65,84,878,245,747,1045,13,1986
8355,"Air New Zealand",25,103,32,90,864,189,462,646,15,2015
8356,"Sky Airline",27,73,46,98,1128,212,530,742,4,2020
8357,"Brussels Airlines",30,105,64,108,1079,279,792,1108,6,1997
8358,"Vistara",23,53,47,50,1244,232,847,1185,12,2001
8359,"JetBlue Airways",31,55,60,51,986,98,218,305,14,2020
8360,"Air Mauritius",37,95,42,97,1217,249,708,991,7,1991
8361,"SunExpress",25,89,72,63,1230,99,167,233,6,2000
8362," Aegean Airlines",34,73,53,86,922,152,306,428,7,2012
8363,"Jet2.com",34,79,67,61,1055,193,614,859,4,1980
8364,"Buta Airways",37,68,60,99,1082,192,432,604,19,2001
8365,"Air Transat",33,107,61,99,1039,155,264,369,15,2006
8366,"Jetstar Asia",31,59,58,79,1296,252,804,1125,23,1984
8367,"United Airlines",32,119,42,71,1222,134,293,410,12,2005
8368," Hainan Airlines",23,109,47,81,899,267,865,1211,8,1995
8369,"SunExpress",40,61,60,91,1001,237,678,949,4,1997
8370,"Kuwait Airways",22,52,78,100,1299,271,795,1113,14,2017
8371,"China Airlines",30,99,75,93,1024,268,811,1135,6,1984
8372,"Emirates",24,83,40,86,1207,185,461,645,22,2006
8373,"Swiss International Air Lines",36,103,67,71,1187,239,780,1092,24,1989
8374,"Jetstar Asia",32,113,59,83,854,160,361,505,11,1989
8375,"flyDubai",27,68,51,63,1069,107,207,289,25,2012
8376,"LEVEL",33,74,31,53,1033,230,823,1152,14,2000
8377,"Japan Airlines",30,62,53,98,958,280,845,1183,17,2004
8378,"Air Astana",35,115,46,73,805,229,727,1017,20,2012
8379,"Flynas",24,115,54,60,991,147,404,565,16,2010
8380,"Swiss International Air Lines",21,80,78,59,863,243,856,1198,8,2022
8381,"LOT",25,82,49,82,1262,233,701,981,12,2001
8382,"Air Dolomiti",22,107,41,75,1032,126,237,331,22,1997
8383,"China Airlines",33,106,64,56,900,163,496,694,11,2015
8384,"Sky Airline",22,53,51,55,896,197,660,924,11,1990
8385,"Kuwait Airways",23,86,46,117,1152,262,673,942,13,1983
8386,"Finnair",34,115,32,64,1103,111,218,305,11,2000
8387,"Royal Air Maroc",30,51,56,94,961,166,338,473,24,2008
8388,"Alaska Airlines",39,113,57,86,1295,139,248,347,22,2003
8389,"Japan Airlines",37,97,62,56,1273,128,334,467,8,1990
8390,"Scoot",26,95,33,55,1274,174,554,775,6,1983
8391,"Ethiopian Airlines",25,76,54,76,1085,198,567,793,8,2019
8392,"Virgin Australia",39,93,31,118,1163,251,618,865,7,1996
8393,"Korean Air",31,70,44,98,812,166,319,446,22,1985
8394,"Norwegian",29,105,33,91,912,149,270,378,19,1986
8395,"Jet2.com",37,90,43,113,848,203,419,586,19,2002
8396,"Vietnam Airlines",27,118,61,72,1167,162,417,583,15,2000
8397,"Buta Airways",37,52,34,118,857,275,731,1023,9,2014
8398,"Azerbaijan Airlines",38,105,63,89,1165,265,819,1146,22,2007
8399,"Brussels Airlines",25,92,46,73,1224,238,766,1072,22,2003
8400,"China Southern Airlines",33,117,67,67,901,252,857,1199,12,2000
8401,"Delta Air Lines",32,51,69,73,871,203,605,847,13,1989
8402,"Bangkok Airways",31,54,69,67,1035,253,865,1211,19,2001
8403,"Jetstar Asia",26,55,58,99,841,282,849,1188,5,1994
8404,"United Airlines",24,86,39,92,902,139,218,305,9,1987
8405,"Royal Air Maroc",20,106,55,65,1026,122,267,373,23,1994
8406,"Malaysia Airlines",28,67,49,114,827,239,581,813,11,2018
8407,"ITA Airways",37,105,61,60,1083,239,831,1163,21,1987
8408,"Air Mauritius",22,60,58,51,840,104,249,348,21,1984
8409,"Air Arabia",31,73,44,116,1239,306,882,1234,12,1997
8410,"LATAM",31,83,50,106,1118,195,415,581,19,2013
8411,"Virgin Atlantic",30,50,52,90,1034,221,609,852,10,2018
8412,"ITA Airways",25,118,61,105,1240,228,573,802,18,1980
8413,"Air Dolomiti",37,53,43,82,1076,177,440,616,10,1986
8414,"Air Astana",40,68,60,66,1031,215,693,970,14,2012
8415,"Rex Airlines",24,72,46,112,966,186,343,480,20,2016
8416,"Air Astana",25,59,54,104,1123,243,645,903,5,2019
8417,"Avianca",32,59,48,71,1089,149,365,511,13,1985
8418,"Iberia",32,116,44,93,875,265,800,1120,18,2006
8419," Gulf Air",30,100,72,89,1121,156,314,439,11,2009
8420,"JetSmart",36,85,64,87,1030,183,446,624,24,1993
8421,"Rex Airlines",23,103,47,55,809,205,695,973,20,2012
8422,"Sky Airline",22,109,42,77,952,112,164,229,11,1995
8423,"Sky Airline",28,65,74,79,1278,153,343,480,18,1998
8424,"South African Airways",30,58,75,61,1231,206,672,940,18,2013
8425,"KLM Royal Dutch Airlines",23,112,66,107,916,273,772,1080,17,2001
8426,"Avianca",29,71,60,59,997,164,489,684,21,1999
8427,"Virgin Australia",22,119,80,80,1123,272,890,1246,10,2016
8428,"Asiana Airlines",35,111,69,119,1045,306,866,1212,11,1980
8429,"airBaltic",28,59,50,59,983,109,232,324,19,2012
8430,"airBaltic",32,72,45,114,816,282,780,1092,12,1990
8431,"TUI Airways",33,109,48,76,1040,225,690,966,7,2013
8432,"Rex Airlines",31,51,46,111,1033,222,515,721,13,1987
8433,"Korean Air",37,109,49,112,1020,271,740,1036,18,2017
8434," Austrian Airlines",26,114,68,99,942,281,847,1185,21,2006
8435,"JetSmart",25,118,49,85,1057,200,534,747,18,1999
8436,"Asiana Airlines",22,78,56,100,962,184,392,548,17,2009
8437,"Swiss International Air Lines",36,100,69,78,1027,164,399,558,12,1999
8438,"Emirates",39,117,48,74,879,175,470,658,5,2020
8439,"Azul Airlines",30,64,53,57,1202,201,670,938,18,2006
8440,"Southwest Airlines",30,112,66,93,1162,213,558,781,21,1997
8441,"Oman Air",35,73,43,95,907,235,649,908,20,1988
8442,"Flynas",26,93,72,105,920,245,652,912,23,1992
8443," Austrian Airlines",29,92,58,56,1160,173,544,761,21,1997
8444,"Jet2.com",28,105,78,93,1198,215,566,792,11,1980
8445,"ITA Airways",31,85,75,112,930,302,884,1237,12,1986
8446,"Virgin Atlantic",28,79,64,94,964,271,821,1149,10,1990
8447,"Air Transat",36,89,73,63,1232,213,698,977,20,1993
8448,"Scoot",26,80,55,83,1163,252,784,1097,18,1986
8449,"Air Malta",25,85,35,111,1057,228,543,760,25,2011
8450,"Quatar Airways",22,105,55,96,915,256,745,1043,11,1989
8451,"Virgin Atlantic",24,72,30,53,908,124,333,466,18,2001
8452," Gulf Air",28,61,61,92,967,228,633,886,20,1987
8453,"Air Malta",40,63,50,110,817,152,197,275,8,2003
8454,"Japan Airlines",32,61,80,90,907,244,716,1002,11,1981
8455,"Jet2.com",39,115,46,110,1164,249,645,903,11,1980
8456,"Buta Airways",38,77,32,60,964,120,282,394,20,1994
8457,"Alaska Airlines",29,63,66,101,1008,179,363,508,4,1993
8458,"Eurowings",26,107,59,107,925,178,331,463,21,1980
8459,"Virgin Atlantic",31,97,67,51,906,202,700,980,9,2014
8460,"Royal Brunei Airlines",30,92,53,54,1162,116,291,407,18,2019
8461,"Garuda Indonesia",36,90,76,112,1087,178,308,431,17,2011
8462,"Jetstar Asia",37,88,76,101,938,262,749,1048,17,1991
8463,"Buta Airways",38,92,61,112,934,250,642,898,22,2022
8464,"Kuwait Airways",31,52,67,69,1052,227,733,1026,13,1999
8465,"Saudi Arabian Airlines",22,69,60,120,911,208,412,576,21,1989
8466,"Kenya Airways",28,112,69,82,1076,201,554,775,17,2006
8467,"Malaysia Airlines",22,119,69,119,1284,280,747,1045,10,1985
8468,"Norwegian",37,69,62,59,1019,138,367,513,11,2016
8469,"airBaltic",30,97,71,83,1230,232,694,971,5,1991
8470,"Buta Airways",39,72,57,86,1246,184,458,641,17,1998
8471,"Norwegian",20,112,44,96,1104,147,237,331,14,2002
8472,"Copa Airlines",28,102,56,82,1287,180,456,638,17,2008
8473,"Norwegian",22,53,73,76,856,244,778,1089,12,1989
8474,"Delta Air Lines",33,56,35,85,1235,122,176,246,14,1992
8475," Qantas Airways",40,106,75,72,1240,216,669,936,21,2004
8476,"Air Canada rouge",36,102,59,86,1191,228,658,921,12,1986
8477,"AirAsia",28,54,65,83,1285,248,765,1071,13,1996
8478,"Buta Airways",26,86,49,86,1003,187,469,656,17,2005
8479,"Garuda Indonesia",22,84,78,69,1227,208,646,904,23,1999
8480,"Kuwait Airways",25,118,74,112,904,174,290,406,17,2009
8481,"Turkish Airlines",37,119,80,107,1177,141,160,224,23,2020
8482,"Turkish Airlines",22,94,41,94,1220,279,857,1199,23,2013
8483,"Ryanair",37,113,54,67,1242,132,303,424,14,2008
8484,"SAS Scandinavian",22,51,51,58,1105,193,628,879,22,2006
8485,"Virgin Atlantic",25,90,59,81,913,228,682,954,22,2017
8486,"British Airways",27,103,64,86,931,232,677,947,18,2013
8487,"Eurowings",32,116,45,110,967,290,838,1173,5,2021
8488,"Quatar Airways",28,62,39,71,884,168,452,632,12,1999
8489,"Rex Airlines",27,95,68,73,1013,255,843,1180,12,1992
8490," Gulf Air",34,71,57,66,817,247,842,1178,24,2020
8491,"Garuda Indonesia",23,91,71,89,844,153,299,418,19,2014
8492,"Air Arabia",34,96,41,64,885,214,695,973,11,2017
8493,"Lufthansa",24,64,51,77,1187,187,512,716,12,1995
8494,"Oman Air",36,91,67,70,1232,236,773,1082,8,1990
8495,"Jet2.com",37,116,53,68,817,182,531,743,13,2000
8496,"Malaysia Airlines",28,74,68,66,1057,259,896,1254,7,2022
8497,"American Airlines",26,119,48,85,1067,240,722,1010,12,2003
8498," Qantas Airways",31,69,50,58,1042,232,806,1128,21,1996
8499,"Korean Air",33,70,47,56,1098,147,422,590,21,2016
8500,"Jetstar Asia",31,89,35,103,883,273,789,1104,13,1995
8501,"Eurowings",39,114,46,104,1198,260,724,1013,24,2007
8502," Qantas Airways",23,96,72,115,1104,294,829,1160,11,1991
8503,"Avianca",34,77,70,98,1222,247,692,968,13,1985
8504,"SAS Scandinavian",32,108,69,92,1225,136,208,291,9,2013
8505,"Air Canada rouge",35,99,55,87,836,205,547,765,13,1997
8506,"LEVEL",25,91,60,91,976,181,417,583,9,1994
8507," Austrian Airlines",31,60,59,99,992,252,712,996,21,2017
8508,"United Airlines",25,74,49,87,879,175,411,575,9,2018
8509,"IndiGo",26,69,79,88,1146,209,563,788,10,1991
8510,"IndiGo",40,105,33,52,1265,124,336,470,16,2020
8511,"SunExpress",29,53,65,105,1117,297,892,1248,10,2003
8512,"Air Dolomiti",37,115,70,72,953,109,173,242,23,2011
8513,"Jet2.com",37,56,49,117,1184,286,787,1101,21,1983
8514,"Wizz Air",38,97,68,72,930,181,507,709,24,2019
8515,"Malaysia Airlines",39,115,61,112,1148,170,272,380,20,2000
8516,"Vueling Airlines",34,83,33,52,1111,150,457,639,15,2019
8517,"Malaysia Airlines",29,116,35,119,866,282,755,1057,18,1983
8518,"ANA All Nippon Airways",26,113,69,117,1052,214,452,632,4,1992
8519,"Scoot",28,83,62,103,1065,230,590,826,9,2005
8520,"Azerbaijan Airlines",34,109,50,60,1214,156,445,623,5,2011
8521,"Wizz Air",26,66,37,53,906,120,311,435,24,1981
8522,"Vietnam Airlines",23,117,63,98,877,178,373,522,24,2012
8523,"Vueling Airlines",38,99,35,96,1037,284,871,1219,23,1999
8524,"Azul Airlines",25,81,66,108,877,174,307,429,7,2014
8525,"Vietnam Airlines",36,117,59,66,1249,134,318,445,5,1983
8526,"Citilink",32,89,53,102,1299,187,394,551,19,2013
8527,"Jet2.com",25,84,53,103,1168,237,624,873,17,1983
8528," Qantas Airways",25,53,68,76,968,136,278,389,8,1989
8529,"Garuda Indonesia",31,64,37,63,1000,231,781,1093,10,1984
8530,"American Airlines",22,108,36,76,899,159,386,540,9,1992
8531,"Peach",26,109,47,100,1161,193,433,606,8,1986
8532,"Jet2.com",36,88,62,70,1270,105,165,231,10,1987
8533,"Copa Airlines",23,53,50,79,818,167,410,574,10,2011
8534,"Azerbaijan Airlines",27,93,68,83,980,132,231,323,11,2002
8535," Aegean Airlines",30,61,40,87,1016,232,675,945,22,1985
8536,"WestJet",33,115,45,52,958,93,192,268,20,1997
8537,"EVA Air",39,103,49,118,929,184,308,431,19,1993
8538,"KLM Royal Dutch Airlines",28,93,43,111,1029,294,848,1187,12,1994
8539,"Aer Lingus",34,90,65,76,914,195,554,775,25,1984
8540,"Aer Lingus",26,94,55,72,1291,132,281,393,15,2004
8541," Hainan Airlines",34,60,43,61,897,128,311,435,16,2019
8542,"Thai Airways",25,86,55,101,1019,159,271,379,15,2008
8543,"British Airways",33,70,80,86,1244,129,200,280,21,2022
8544,"Emirates",31,82,52,71,1183,221,696,974,21,1987
8545,"Hong Kong Airlines",39,73,69,89,812,278,875,1225,8,1993
8546,"Azerbaijan Airlines",20,87,72,92,1143,178,400,560,17,2008
8547,"South African Airways",27,68,41,72,896,169,450,630,13,1991
8548,"KLM Royal Dutch Airlines",28,62,76,70,811,239,787,1101,22,1987
8549,"Virgin Australia",40,95,51,109,1174,230,564,789,8,2010
8550,"Air France",31,94,75,101,1099,228,592,828,18,1986
8551,"Garuda Indonesia",27,91,57,63,1110,153,421,589,17,2009
8552,"Air Mauritius",27,103,44,88,1295,223,629,880,19,2018
8553,"Jet2.com",23,75,31,57,923,191,624,873,24,2005
8554," Hainan Airlines",27,99,50,112,1062,239,591,827,17,1983
8555,"Delta Air Lines",27,83,71,103,1011,167,300,420,24,1985
8556,"Singapore Airlines",28,74,52,68,1134,236,778,1089,9,1988
8557,"Air Astana",28,65,68,80,810,153,339,474,17,2010
8558,"Iberia",37,103,40,107,1109,265,736,1030,11,2021
8559,"JetBlue Airways",23,114,46,118,1115,272,716,1002,21,1994
8560,"Air New Zealand",22,81,60,81,975,169,412,576,14,1984
8561,"Philippine Airlines",30,66,70,116,1264,198,381,533,16,2005
8562," Hainan Airlines",30,119,78,58,1110,193,629,880,9,2013
8563,"Citilink",33,61,64,56,1178,155,462,646,21,1994
8564,"JetBlue Airways",22,78,56,73,1187,199,584,817,21,2006
8565,"Kenya Airways",36,103,69,107,1183,242,628,879,7,1994
8566,"South African Airways",31,91,76,99,1255,196,451,631,12,2005
8567,"China Airlines",30,79,48,119,867,262,666,932,13,1999
8568,"IndiGo",36,56,77,76,1195,164,408,571,22,1994
8569,"Rex Airlines",28,105,73,74,918,224,698,977,12,2011
8570,"Lufthansa",29,117,56,69,801,125,261,365,19,1989
8571,"Air France",25,108,56,65,881,209,670,938,22,1992
8572,"Buta Airways",32,92,39,90,1025,218,596,834,19,2006
8573,"American Airlines",33,116,42,88,1088,260,797,1115,9,1987
8574,"Korean Air",38,119,57,95,881,174,366,512,15,1995
8575,"Cathay Pacific Airways",27,57,56,118,1239,159,192,268,15,1992
8576,"American Eagle",34,57,56,73,1284,151,363,508,20,1985
8577,"Philippine Airlines",38,70,33,70,962,214,667,933,11,2010
8578,"South African Airways",27,84,56,111,1113,160,231,323,21,2011
8579,"Royal Air Maroc",30,103,54,66,1132,139,341,477,23,1981
8580,"Hong Kong Airlines",28,119,53,111,1273,181,328,459,12,2009
8581,"Wizz Air",21,88,64,64,1035,240,819,1146,19,1998
8582,"Jet2.com",26,57,38,70,849,211,653,914,7,2019
8583,"Japan Airlines",33,91,43,105,1254,152,218,305,5,2007
8584,"Malaysia Airlines",34,117,55,58,902,250,891,1247,18,2018
8585,"TAP Portugal",23,89,57,104,1272,212,504,705,23,2020
8586,"Air Transat",30,118,77,105,1134,285,835,1169,16,2018
8587,"Kenya Airways",32,105,60,62,1096,158,449,628,21,1992
8588,"Copa Airlines",30,91,59,91,1224,267,818,1145,18,2009
8589," Aegean Airlines",33,119,30,67,1057,251,856,1198,8,2021
8590,"ANA All Nippon Airways",24,52,30,60,1268,246,862,1206,4,2007
8591,"Jetstar Asia",21,64,79,119,1046,258,648,907,23,1995
8592,"Emirates",26,107,43,111,1034,187,355,497,24,1989
8593,"Emirates",40,90,61,93,1130,228,628,879,11,1998
8594,"American Airlines",32,102,76,81,1152,231,695,973,15,2001
8595,"Ryanair",29,51,51,58,818,110,245,343,17,1980
8596," Air Canada",38,77,32,70,1072,145,348,487,19,2020
8597,"Vueling Airlines",25,67,68,90,1051,207,542,758,13,1993
8598,"Flynas",33,106,58,120,1254,228,504,705,10,2017
8599,"Jetstar Asia",33,87,49,107,1007,152,211,295,10,1993
8600,"Avianca",34,80,47,81,1194,144,294,411,24,2003
8601,"American Eagle",21,105,66,113,944,208,443,620,25,2017
8602,"Eurowings",22,99,77,75,826,123,227,317,20,2004
8603,"Azerbaijan Airlines",37,110,33,117,1169,214,452,632,19,2018
8604,"LATAM",23,109,67,76,875,135,274,383,25,1990
8605,"Philippine Airlines",27,83,30,90,975,274,856,1198,19,1997
8606,"IndiGo",22,94,42,68,906,172,482,674,7,2021
8607,"Air Mauritius",26,56,56,116,839,301,859,1202,9,2018
8608,"Philippine Airlines",21,120,76,87,1229,169,382,534,15,1986
8609," Austrian Airlines",22,56,66,80,883,151,330,462,9,2021
8610,"Citilink",34,89,74,53,963,175,569,796,4,2009
8611,"Delta Air Lines",28,87,55,92,939,214,567,793,7,2018
8612,"Ethiopian Airlines",39,58,64,111,1074,147,171,239,6,2003
8613,"EasyJet",22,115,68,79,1140,254,811,1135,9,2015
8614,"Air Malta",30,69,71,93,887,174,376,526,24,2008
8615,"South African Airways",36,117,42,80,1262,271,887,1241,8,1983
8616,"Emirates",23,105,44,92,868,143,238,333,13,1987
8617,"Azul Airlines",35,64,56,58,1083,202,667,933,19,1994
8618,"Philippine Airlines",23,70,50,87,917,153,308,431,6,1995
8619,"JetBlue Airways",27,115,41,53,1030,147,438,613,21,2000
8620,"Southwest Airlines",30,99,43,119,1114,304,857,1199,14,1983
8621,"Air Transat",34,111,57,111,1056,148,176,246,20,2016
8622,"SAS Scandinavian",26,53,32,68,1048,102,162,226,14,1983
8623,"ANA All Nippon Airways",23,118,64,111,1271,182,330,462,7,2006
8624,"Korean Air",28,76,71,89,882,274,859,1202,15,2017
8625,"Avianca",36,95,35,87,1075,184,451,631,7,2002
8626,"United Airlines",21,96,48,83,818,197,530,742,19,2016
8627,"Virgin Australia",31,82,58,96,882,218,569,796,13,2017
8628,"flyDubai",21,94,44,115,1243,247,615,861,25,1981
8629,"SunExpress",33,73,52,81,974,166,394,551,13,2013
8630,"British Airways",31,67,50,94,1234,267,803,1124,7,2001
8631,"Flynas",39,65,49,77,1270,248,796,1114,16,2008
8632,"Philippine Airlines",38,73,48,94,1132,269,811,1135,18,1990
8633,"Royal Air Maroc",21,99,68,112,834,298,863,1208,25,1990
8634,"Jet2.com",38,54,64,67,805,238,792,1108,23,1990
8635," Austrian Airlines",30,116,38,93,930,227,621,869,4,1985
8636,"Singapore Airlines",25,107,53,60,1012,111,237,331,16,2013
8637," Austrian Airlines",29,77,65,51,811,201,699,978,8,1991
8638,"Citilink",27,73,39,94,943,215,561,785,10,1996
8639,"Vueling Airlines",38,88,31,115,898,159,206,288,22,1992
8640,"Air Transat",30,100,79,95,1108,249,717,1003,16,1991
8641,"Ethiopian Airlines",32,93,63,106,878,262,727,1017,4,1991
8642,"Air Serbia",29,52,74,88,1143,227,648,907,21,1999
8643,"Saudi Arabian Airlines",22,89,53,102,1251,289,866,1212,21,2002
8644,"ITA Airways",29,78,45,53,1250,126,339,474,11,1992
